producto,precio_max,precio_frec,precio_min,fecha,destino,origen,edo_destino,obs
Maiz blanco,3.50,3.40,3.40,30/04/2008, central de abasto de iztapalapa df,sinaloa,df,
Maiz blanco,3.50,3.50,3.50,30/04/2008, módulo de abasto irapuato,sinaloa,guanajuato,
Maiz blanco,4.50,4.40,4.40,30/04/2008," mercado de abasto ""francisco i. madero"" de hermosillo",sonora,sonora,
Maiz blanco,4.00,3.40,3.40,30/04/2008," mercado de abasto ""estrella"" de san nicolás de los garza",tamaulipas,nuevo león,
Maiz blanco,4.00,4.00,3.50,30/04/2008," central de abasto de guadalupe, nvo. león",tamaulipas,nuevo león,
Maiz blanco,3.60,3.50,3.30,30/04/2008, centro comercial agropecuario de aguascalientes,zacatecas,aguascalientes,
Maiz blanco,3.50,3.50,3.50,30/04/2008, mercado de abasto de zacatecas,zacatecas,zacatecas,
Maiz blanco,2.20,2.20,2.00,30/04/2002, centro comercial agropecuario de aguascalientes,aguascalientes,aguascalientes,
Maiz blanco,2.40,2.30,2.20,30/04/2002, centro de distribución y abasto de gómez palacio,chihuahua,durango,
Maiz blanco,2.30,2.20,2.00,30/04/2002," central de abasto de la laguna, torreón",chihuahua,coahuila,
Maiz blanco,1.90,1.80,1.80,30/04/2002, central de abasto de león,guanajuato,guanajuato,
Maiz blanco,2.50,2.00,2.00,30/04/2002, módulo de abasto irapuato,guanajuato,guanajuato,0                                                                                                   
Maiz blanco,2.00,2.00,1.70,30/04/2002, nayarabastos de tepic,jalisco,nayarit,maiz gallinero                                                                                      
Maiz blanco,1.70,1.70,1.70,30/04/2002, mercado de abasto de querétaro,jalisco,querétaro,
Maiz blanco,1.80,1.80,1.80,30/04/2002, mercado de abasto de guadalajara,jalisco,jalisco,
Maiz blanco,1.70,1.65,1.65,30/04/2002, centro de abasto de san luis potosí,jalisco,san luis potosí,
Maiz blanco,2.00,2.00,2.00,30/04/2002, central de abasto de iztapalapa df,méxico,df,
Maiz blanco,2.00,2.00,1.95,30/04/2002, central de abasto de ecatepec,méxico,méxico,
Maiz blanco,1.70,1.70,1.60,30/04/2002, mercado de abasto de morelia,michoacán,michoacán,
Maiz blanco,2.00,2.00,2.00,30/04/2002, mercado de abasto 'adolfo lópez mateos' de tepic,nayarit,nayarit,maiz gallinero                                                                                      
Maiz blanco,1.80,1.80,1.80,30/04/2002, central de abasto de puebla,puebla,puebla,
Maiz blanco,2.50,2.50,2.50,30/04/2002, central de abasto de culiacán,sinaloa,sinaloa,
Maiz blanco,2.00,2.00,2.00,30/04/2002, otros centros mayoristas de xalapa,sinaloa,veracruz,
Maiz blanco,2.60,2.60,2.40,30/04/2002," mercado de abasto ""francisco i. madero"" de hermosillo",sonora,sonora,
Maiz blanco,2.60,2.60,2.60,30/04/2002," mercado de abasto ""olímpico"" de hermosillo",sonora,sonora,
Maiz blanco,2.20,2.00,1.90,30/04/2002," mercado de abasto ""estrella"" de san nicolás de los garza",tamaulipas,nuevo león,
Maiz blanco,2.10,2.00,1.80,30/04/2002," central de abasto de guadalupe, nvo. león",tamaulipas,nuevo león,0                                                                                                   
Maiz blanco,2.00,1.80,1.80,30/04/2002, central de abasto de mérida,yucatán,yucatán,
Maiz blanco,2.00,2.00,1.90,30/04/2002, mercado de abasto de zacatecas,zacatecas,zacatecas,
Maiz blanco,4.50,4.50,4.50,29/04/2009, central de abasto de mérida,campeche,yucatán,
Maiz blanco,4.30,4.30,4.00,29/04/2009, central de abasto de villahermosa,chiapas,tabasco,
Maiz blanco,5.00,4.50,4.20,29/04/2009, central de abasto de tuxtla gutiérrez,chiapas,chiapas,
Maiz blanco,4.00,4.00,4.00,29/04/2009, central de abasto de chihuahua,chihuahua,chihuahua,COSTAL DE 50 KGS.
Maiz blanco,4.00,3.80,3.80,29/04/2009," central de abasto ""francisco villa""",durango,durango,
Maiz blanco,3.80,3.80,3.50,29/04/2009, central de abasto de león,guanajuato,guanajuato,
Maiz blanco,3.00,3.00,2.70,29/04/2009," mercado de abasto de celaya (""benito juárez"")",guanajuato,guanajuato,
Maiz blanco,3.45,3.35,3.35,29/04/2009, centro de abasto de san luis potosí,guanajuato,san luis potosí,
Maiz blanco,3.60,3.40,3.40,29/04/2009, central de abasto de ecatepec,hidalgo,méxico,
Maiz blanco,4.00,4.00,3.90,29/04/2009, central de abasto de iztapalapa df,hidalgo,df,
Maiz blanco,3.50,3.50,3.50,29/04/2009, mercado de abasto de guadalajara,jalisco,jalisco,
Maiz blanco,3.60,3.60,3.60,29/04/2009, central de abasto de culiacán,jalisco,sinaloa,
Maiz blanco,--,3.90,--,29/04/2009, mercado de abasto de querétaro,jalisco,querétaro,
Maiz blanco,3.60,3.50,3.50,29/04/2009, central de abasto de toluca,méxico,méxico,PRECIO POR TONELADA
Maiz blanco,3.80,3.80,3.50,29/04/2009, mercado de abasto de morelia,michoacán,michoacán,
Maiz blanco,3.60,3.60,3.60,29/04/2009, central de abasto de ecatepec,sinaloa,méxico,
Maiz blanco,4.00,4.00,4.00,29/04/2009, módulo de abasto irapuato,sinaloa,guanajuato,
Maiz blanco,4.00,4.00,3.90,29/04/2009, central de abasto de iztapalapa df,sinaloa,df,
Maiz blanco,4.50,4.00,4.00,29/04/2009, centro de distribución y abasto de gómez palacio,sinaloa,durango,
Maiz blanco,5.00,4.00,4.00,29/04/2009," central de abasto de guadalupe, nvo. león",sinaloa,nuevo león,
Maiz blanco,5.50,5.50,5.50,29/04/2009, unión de comerciantes de la paz,sinaloa,baja california sur,
Maiz blanco,4.50,4.30,4.00,29/04/2009," central de abasto de la laguna, torreón",sinaloa,coahuila,
Maiz blanco,3.98,3.80,3.70,29/04/2009, módulo de abasto de oaxaca,sinaloa,oaxaca,
Maiz blanco,3.80,3.80,3.60,29/04/2009, central de abasto de puebla,sinaloa,puebla,
Maiz blanco,4.30,4.30,4.30,29/04/2009, central de abasto de mérida,sinaloa,yucatán,
Maiz blanco,5.30,5.30,5.20,29/04/2009," mercado de abasto ""francisco i. madero"" de hermosillo",sonora,sonora,
Maiz blanco,4.00,3.50,3.50,29/04/2009, centro comercial agropecuario de aguascalientes,tamaulipas,aguascalientes,
Maiz blanco,4.00,4.00,4.00,29/04/2009," mercado de abasto ""estrella"" de san nicolás de los garza",tamaulipas,nuevo león,
Maiz blanco,3.50,3.50,3.50,29/04/2009, mercado de abasto de zacatecas,zacatecas,zacatecas,
Maiz blanco,5.00,4.50,4.50,31/03/2015, central de abasto de ecatepec,sinaloa,méxico,
Maiz blanco,2.40,2.20,2.20,30/04/2003, centro comercial agropecuario de aguascalientes,aguascalientes,aguascalientes,
Maiz blanco,2.50,2.50,2.50,30/04/2003, central de abasto de tuxtla gutiérrez,chiapas,chiapas,
Maiz blanco,2.40,2.30,2.20,30/04/2003, módulo de abasto de oaxaca,chiapas,oaxaca,
Maiz blanco,2.30,2.20,2.00,30/04/2003," central de abasto de la laguna, torreón",chihuahua,coahuila,
Maiz blanco,2.30,2.20,2.10,30/04/2003, centro de distribución y abasto de gómez palacio,chihuahua,durango,
Maiz blanco,2.15,2.10,2.10,30/04/2003, central de abasto de pachuca,distrito federal,hidalgo,
Maiz blanco,2.50,2.50,2.50,30/04/2003, módulo de abasto irapuato,guanajuato,guanajuato,
Maiz blanco,2.20,2.00,2.00,30/04/2003, central de abasto de león,guanajuato,guanajuato,
Maiz blanco,1.91,1.91,1.88,30/04/2003, centro de abasto de san luis potosí,guanajuato,san luis potosí,
Maiz blanco,2.20,2.20,2.00,30/04/2003, mercado de abasto de querétaro,jalisco,querétaro,
Maiz blanco,2.00,2.00,2.00,30/04/2003, mercado de abasto de guadalajara,jalisco,jalisco,
Maiz blanco,2.70,2.70,2.50,30/04/2003, unión de comerciantes de la paz,jalisco,baja california sur,
Maiz blanco,2.00,2.00,1.90,30/04/2003, nayarabastos de tepic,jalisco,nayarit,gallinero                                                                                           
Maiz blanco,2.20,2.10,2.10,30/04/2003, central de abasto de ecatepec,méxico,méxico,
Maiz blanco,2.20,2.20,2.00,30/04/2003, central de abasto de iztapalapa df,méxico,df,
Maiz blanco,2.00,1.80,1.80,30/04/2003, mercado de abasto de morelia,michoacán,michoacán,
Maiz blanco,2.20,2.20,1.90,30/04/2003, mercado de abasto 'adolfo lópez mateos' de tepic,nayarit,nayarit,gallinero                                                                                           
Maiz blanco,2.50,2.40,2.30,30/04/2003, módulo de abasto de oaxaca,oaxaca,oaxaca,
Maiz blanco,2.10,2.10,2.10,30/04/2003, otros centros mayoristas de xalapa,sinaloa,veracruz,
Maiz blanco,3.00,3.00,3.00,30/04/2003, central de abasto de culiacán,sinaloa,sinaloa,
Maiz blanco,2.60,2.60,2.50,30/04/2003," mercado de abasto ""francisco i. madero"" de hermosillo",sonora,sonora,
Maiz blanco,2.40,2.40,2.20,30/04/2003," mercado de abasto ""estrella"" de san nicolás de los garza",tamaulipas,nuevo león,
Maiz blanco,3.00,2.30,2.20,30/04/2003," central de abasto de guadalupe, nvo. león",tamaulipas,nuevo león,
Maiz blanco,2.20,2.00,2.00,30/04/2003," central de abasto ""francisco villa""",tamaulipas,durango,
Maiz blanco,2.20,2.20,2.20,30/04/2003, central de abasto de puebla,tlaxcala,puebla,
Maiz blanco,2.50,2.00,2.00,30/04/2003," módulo de abasto de tampico, madero y altamira",veracruz,tamaulipas,
Maiz blanco,2.50,2.50,2.50,30/04/2003, central de abasto de mérida,yucatán,yucatán,
Maiz blanco,5.80,5.80,5.80,30/03/2011, centro comercial agropecuario de aguascalientes,aguascalientes,aguascalientes,
Maiz blanco,5.50,5.50,5.50,30/03/2011, central de abasto de mérida,campeche,yucatán,
Maiz blanco,6.32,6.00,5.90,30/03/2011, central de abasto de villahermosa,chiapas,tabasco,
Maiz blanco,6.50,5.50,5.50,30/03/2011, central de abasto de tuxtla gutiérrez,chiapas,chiapas,
Maiz blanco,6.00,6.00,6.00,30/03/2011, central de abasto de chihuahua,chihuahua,chihuahua,COSTAL DE 50 KGS.
Maiz blanco,5.00,5.00,4.70,30/03/2011," central de abasto ""francisco villa""",durango,durango,El precio mínimo es para ventas por toneladas.
Maiz blanco,8.00,6.00,5.00,30/03/2011, módulo de abasto irapuato,guanajuato,guanajuato,
Maiz blanco,6.00,5.50,5.00,30/03/2011," mercado de abasto de celaya (""benito juárez"")",guanajuato,guanajuato,
Maiz blanco,6.00,5.50,5.50,30/03/2011, mercado de abasto de querétaro,guanajuato,querétaro,
Maiz blanco,5.00,4.70,4.70,30/03/2011, centro de abasto de san luis potosí,guanajuato,san luis potosí,
Maiz blanco,5.30,5.30,5.30,30/03/2011, mercado de abasto de guadalajara,jalisco,jalisco,
Maiz blanco,6.50,6.50,6.50,30/03/2011, unión de comerciantes de la paz,jalisco,baja california sur,
Maiz blanco,4.40,4.40,4.40,30/03/2011," central de abasto india, tijuana",jalisco,baja california ,
Maiz blanco,5.50,5.50,5.30,30/03/2011, central de abasto de iztapalapa df,méxico,df,
Maiz blanco,5.30,5.30,5.20,30/03/2011, central de abasto de toluca,méxico,méxico,PRECIO POR TONELADA
Maiz blanco,5.30,5.30,5.30,30/03/2011, central de abasto de ecatepec,méxico,méxico,
Maiz blanco,5.00,5.00,4.20,30/03/2011, mercado de abasto de morelia,michoacán,michoacán,
Maiz blanco,5.50,5.00,5.00,30/03/2011, módulo de abasto de reynosa,nuevo león,tamaulipas,
Maiz blanco,6.00,6.00,5.00,30/03/2011," módulo de abasto de tampico, madero y altamira",querétaro,tamaulipas,
Maiz blanco,6.32,6.32,6.32,30/03/2011, central de abasto de villahermosa,sinaloa,tabasco,
Maiz blanco,5.50,5.00,5.00,30/03/2011, módulo de abasto de oaxaca,sinaloa,oaxaca,
Maiz blanco,5.90,5.90,5.30,30/03/2011, central de abasto de puebla,sinaloa,puebla,
Maiz blanco,7.00,7.00,7.00,30/03/2011, central de abasto de culiacán,sinaloa,sinaloa,
Maiz blanco,7.00,7.00,7.00,30/03/2011," mercado de abasto ""francisco i. madero"" de hermosillo",sinaloa,sonora,
Maiz blanco,5.30,5.30,5.30,30/03/2011, central de abasto de ecatepec,sinaloa,méxico,
Maiz blanco,4.50,4.50,4.00,30/03/2011, central de abasto de león,sinaloa,guanajuato,
Maiz blanco,5.80,5.60,5.60,30/03/2011, central de abasto de iztapalapa df,sinaloa,df,
Maiz blanco,6.60,6.50,6.50,30/03/2011, centro de distribución y abasto de gómez palacio,sinaloa,durango,
Maiz blanco,6.60,6.50,6.50,30/03/2011," central de abasto de la laguna, torreón",sinaloa,coahuila,
Maiz blanco,7.00,6.50,6.00,30/03/2011," central de abasto de guadalupe, nvo. león",tamaulipas,nuevo león,
Maiz blanco,5.90,5.90,5.40,30/03/2011," mercado de abasto ""estrella"" de san nicolás de los garza",tamaulipas,nuevo león,
Maiz blanco,5.50,5.00,5.00,30/03/2011, central de abasto de minatitlán,veracruz,veracruz,
Maiz blanco,5.50,5.50,5.00,30/03/2011, otros centros mayoristas de xalapa,veracruz,veracruz,
Maiz blanco,5.50,5.50,5.50,30/03/2011, mercado de abasto de zacatecas,zacatecas,zacatecas,
Maiz blanco,3.00,3.00,2.36,29/03/2006, central de abasto de tuxtla gutiérrez,chiapas,chiapas,
Maiz blanco,2.50,2.50,2.00,29/03/2006, módulo de abasto de oaxaca,chiapas,oaxaca,
