destino,origen,precio,anio,mes
"Son: M.A.Fco.I. Madero, Hermosillo",Sonora,4.50,2008,7
"Son: M.A.Fco.I. Madero, Hermosillo",Importación,4.50,2008,7
Tab: C.A.Villahermosa,Nacional,3.90,2008,7
Ver: Otros C.May. Xalapa,Sinaloa,3.60,2008,7
Yuc: C.A. Mérida,Campeche,4.32,2008,7
Zac: M.A. Zacatecas,Zacatecas,3.70,2008,7
BCS: U.Com. La Paz,Sinaloa,5.50,2009,7
"Coah: C.A. La Laguna, Torreón",Sinaloa,4.30,2009,7
Chis: C.A. Tuxtla Gutiérrez,Chiapas,4.50,2009,7
Chih: C.A. Chihuahua,Chihuahua,4.00,2009,7
DF: C.A. Iztapalapa,México,3.94,2009,7
DF: C.A. Iztapalapa,Sinaloa,3.90,2009,7
"Dgo: C.A. ""Francisco Villa""",Durango,3.63,2009,7
"Dgo: C.A. ""Francisco Villa""",Sinaloa,3.87,2009,7
Dgo: C. Distr.y A. Gómez Palacio,Sinaloa,4.38,2009,7
Gto: C.A. León,Guanajuato,3.72,2009,7
"Gto: M.A. Celaya (""B. Juárez"")",Guanajuato,3.00,2009,7
Gto: Mod.A. Irapuato,Sinaloa,4.00,2009,7
Jal: M.A. Guadalajara,Jalisco,3.50,2009,7
Mex: C.A. Ecatepec,México,3.80,2009,7
Mex: C.A. Ecatepec,Sinaloa,3.60,2009,7
Mex: C.A. Toluca,México,3.28,2009,7
Mich: M.A. Morelia,Michoacán,3.80,2009,7
NL: C.A. Guadalupe,Sinaloa,4.40,2009,7
NL: C.A. Guadalupe,Tamaulipas,4.40,2009,7
"NL: M.A. Estrella, S.N.de los Garza",Tamaulipas,4.18,2009,7
Oax: Mod.A. Oaxaca,Sinaloa,3.76,2009,7
Pue: C.A. Puebla,Sinaloa,3.90,2009,7
Qro: M.A. Querétaro,Jalisco,3.90,2009,7
SLP: C.A. San Luis Potosí,Guanajuato,3.23,2009,7
Sin: C.A. Culiacán,Jalisco,3.64,2009,7
"Son: M.A.Fco.I. Madero, Hermosillo",Sonora,5.04,2009,7
Tab: C.A.Villahermosa,Chiapas,4.00,2009,7
Ver: Otros C.May. Xalapa,Veracruz,4.00,2009,7
Yuc: C.A. Mérida,Sinaloa,4.46,2009,7
Zac: M.A. Zacatecas,Zacatecas,3.50,2009,7
Ags: C.C.Agrop.Aguascalientes,Aguascalientes,3.76,2010,7
BCS: U.Com. La Paz,Sinaloa,4.60,2010,7
Chis: C.A. Tuxtla Gutiérrez,Chiapas,3.50,2010,7
Chih: C.A. Chihuahua,Chihuahua,4.00,2010,7
DF: C.A. Iztapalapa,México,3.83,2010,7
DF: C.A. Iztapalapa,Sinaloa,3.80,2010,7
"Dgo: C.A. ""Francisco Villa""",Durango,3.63,2010,7
Dgo: C. Distr.y A. Gómez Palacio,Sinaloa,4.03,2010,7
Gto: C.A. León,Sinaloa,3.75,2010,7
"Gto: M.A. Celaya (""B. Juárez"")",Guanajuato,3.63,2010,7
Gto: Mod.A. Irapuato,Guanajuato,4.50,2010,7
Jal: M.A. Guadalajara,Jalisco,3.45,2010,7
Mex: C.A. Ecatepec,Hidalgo,3.40,2010,7
Mex: C.A. Ecatepec,México,3.83,2010,7
Mex: C.A. Ecatepec,Sinaloa,3.35,2010,7
Mex: C.A. Toluca,México,3.40,2010,7
Mich: M.A. Morelia,Michoacán,5.00,2010,7
NL: C.A. Guadalupe,Sinaloa,4.25,2010,7
"NL: M.A. Estrella, S.N.de los Garza",Tamaulipas,4.40,2010,7
Oax: Mod.A. Oaxaca,Sinaloa,3.48,2010,7
Pue: C.A. Puebla,Sinaloa,4.00,2010,7
Qro: M.A. Querétaro,Jalisco,3.95,2010,7
SLP: C.A. San Luis Potosí,Guanajuato,2.99,2010,7
SLP: C.A. San Luis Potosí,Sinaloa,3.02,2010,7
Sin: C.A. Culiacán,Sinaloa,3.05,2010,7
"Son: M.A.Fco.I. Madero, Hermosillo",Sonora,5.00,2010,7
Tab: C.A.Villahermosa,Tabasco,3.90,2010,7
Ver: C.de Abasto de Minatitlán,Veracruz,3.65,2010,7
Ver: Otros C.May. Xalapa,Veracruz,3.87,2010,7
Yuc: C.A. Mérida,Campeche,4.40,2010,7
Yuc: C.A. Mérida,Sinaloa,4.50,2010,7
Zac: M.A. Zacatecas,Zacatecas,3.60,2010,7
Ags: C.C.Agrop.Aguascalientes,Aguascalientes,5.50,2011,7
"BC: C. A. INDIA, Tijuana",Jalisco,5.00,2011,7
BCS: U.Com. La Paz,Jalisco,6.00,2011,7
"Coah: C.A. La Laguna, Torreón",Sinaloa,6.30,2011,7
Chis: C.A. Tuxtla Gutiérrez,Distrito Federal,6.13,2011,7
Chih: C.A. Chihuahua,Chihuahua,6.00,2011,7
DF: C.A. Iztapalapa,México,6.00,2011,7
DF: C.A. Iztapalapa,Sinaloa,5.95,2011,7
"Dgo: C.A. ""Francisco Villa""",Durango,5.50,2011,7
Dgo: C. Distr.y A. Gómez Palacio,Sinaloa,6.50,2011,7
Gto: C.A. León,Sinaloa,4.25,2011,7
"Gto: M.A. Celaya (""B. Juárez"")",Guanajuato,6.00,2011,7
Gto: Mod.A. Irapuato,Guanajuato,4.50,2011,7
Jal: M.A. Guadalajara,Jalisco,5.70,2011,7
Mex: C.A. Ecatepec,México,5.65,2011,7
Mex: C.A. Ecatepec,Sinaloa,5.35,2011,7
Mex: C.A. Toluca,México,5.48,2011,7
Mich: M.A. Morelia,Michoacán,5.50,2011,7
NL: C.A. Guadalupe,Tamaulipas,6.00,2011,7
"NL: M.A. Estrella, S.N.de los Garza",Sinaloa,6.00,2011,7
"NL: M.A. Estrella, S.N.de los Garza",Tamaulipas,5.77,2011,7
Oax: Mod.A. Oaxaca,Oaxaca,5.63,2011,7
Pue: C.A. Puebla,Sinaloa,6.00,2011,7
Qro: M.A. Querétaro,Jalisco,5.37,2011,7
SLP: C.A. San Luis Potosí,Guanajuato,5.05,2011,7
Sin: C.A. Culiacán,Sinaloa,7.00,2011,7
"Son: M.A.Fco.I. Madero, Hermosillo",Sinaloa,7.00,2011,7
Tab: C.A.Villahermosa,Campeche,5.98,2011,7
Tab: C.A.Villahermosa,Michoacán,5.90,2011,7
Tamps: Mod.A. Reynosa,Nuevo León,5.00,2011,7
Tamps: Mod.A. T. Mad.y Altamira,Querétaro,6.00,2011,7
Tamps: Mod.A. T. Mad.y Altamira,Tamaulipas,6.00,2011,7
Ver: C.de Abasto de Minatitlán,Veracruz,4.25,2011,7
Ver: Otros C.May. Xalapa,Veracruz,5.68,2011,7
Yuc: C.A. Mérida,Campeche,6.00,2011,7
Yuc: C.A. Mérida,Distrito Federal,6.00,2011,7
Zac: M.A. Zacatecas,Zacatecas,5.50,2011,7
Ags: C.C.Agrop.Aguascalientes,Aguascalientes,5.55,2012,7
BCS: U.Com. La Paz,Jalisco,8.00,2012,7
Chis: C.A. Tuxtla Gutiérrez,Distrito Federal,8.00,2012,7
Chih: C.A. Chihuahua,Chihuahua,6.00,2012,7
DF: C.A. Iztapalapa,Sinaloa,5.85,2012,7
"Dgo: C.A. ""Francisco Villa""",Durango,5.70,2012,7
Gto: C.A. León,Sinaloa,6.00,2012,7
"Gto: M.A. Celaya (""B. Juárez"")",Guanajuato,6.00,2012,7
Gto: Mod.A. Irapuato,Guanajuato,5.50,2012,7
Jal: M.A. Guadalajara,Jalisco,5.18,2012,7
Mex: C.A. Ecatepec,México,6.30,2012,7
Mex: C.A. Ecatepec,Sinaloa,5.40,2012,7
Mex: C.A. Toluca,México,6.00,2012,7
Mich: M.A. Morelia,Michoacán,5.60,2012,7
NL: C.A. Guadalupe,Tamaulipas,7.13,2012,7
"NL: M.A. Estrella, S.N.de los Garza",Tamaulipas,6.25,2012,7
Oax: Mod.A. Oaxaca,Sinaloa,6.25,2012,7
Pue: C.A. Puebla,Sinaloa,5.35,2012,7
Qro: M.A. Querétaro,Sinaloa,5.15,2012,7
SLP: C.A. San Luis Potosí,Guanajuato,4.88,2012,7
Sin: C.A. Culiacán,Sinaloa,3.88,2012,7
"Son: M.A.Fco.I. Madero, Hermosillo",Sinaloa,6.73,2012,7
Tab: C.A.Villahermosa,Chiapas,5.33,2012,7
Tab: C.A.Villahermosa,Yucatán,5.66,2012,7
Tamps: Mod.A. Reynosa,Nuevo León,6.50,2012,7
Ver: C.de Abasto de Minatitlán,Veracruz,5.50,2012,7
Ver: Otros C.May. Xalapa,Veracruz,5.85,2012,7
Yuc: C.A. Mérida,Campeche,6.50,2012,7
Zac: M.A. Zacatecas,Zacatecas,5.50,2012,7
Ags: C.C.Agrop.Aguascalientes,Aguascalientes,5.20,2013,7
BCS: U.Com. La Paz,Jalisco,8.50,2013,7
"Coah: C.A. La Laguna, Torreón",Sinaloa,5.90,2013,7
Chis: C.A. Tuxtla Gutiérrez,Distrito Federal,6.50,2013,7
Chih: C.A. Chihuahua,Chihuahua,6.00,2013,7
DF: C.A. Iztapalapa,Sinaloa,5.34,2013,7
"Dgo: C.A. ""Francisco Villa""",Durango,5.64,2013,7
"Dgo: C.A. ""Francisco Villa""",Sinaloa,5.50,2013,7
Dgo: C. Distr.y A. Gómez Palacio,Sinaloa,6.14,2013,7
Gto: C.A. León,Sinaloa,5.00,2013,7
"Gto: M.A. Celaya (""B. Juárez"")",Guanajuato,5.40,2013,7
Gto: Mod.A. Irapuato,Guanajuato,5.50,2013,7
Jal: M.A. Guadalajara,Jalisco,4.90,2013,7
Mex: C.A. Ecatepec,Sinaloa,5.00,2013,7
Mex: C.A. Toluca,México,5.16,2013,7
Mich: M.A. Morelia,Michoacán,4.80,2013,7
NL: C.A. Guadalupe,Tamaulipas,5.96,2013,7
"NL: M.A. Estrella, S.N.de los Garza",Tamaulipas,5.43,2013,7
"NL: M.A. Estrella, S.N.de los Garza",Importación,5.40,2013,7
Oax: Mod.A. Oaxaca,Sinaloa,4.40,2013,7
Pue: C.A. Puebla,Sinaloa,4.50,2013,7
Qro: M.A. Querétaro,Sinaloa,4.68,2013,7
SLP: C.A. San Luis Potosí,Guanajuato,4.53,2013,7
Sin: C.A. Culiacán,Sinaloa,4.00,2013,7
"Son: M.A.Fco.I. Madero, Hermosillo",Sinaloa,5.56,2013,7
Tab: C.A.Villahermosa,Chiapas,5.12,2013,7
Tab: C.A.Villahermosa,Sinaloa,5.35,2013,7
Tab: C.A.Villahermosa,Tabasco,5.24,2013,7
Tab: C.A.Villahermosa,Veracruz,5.16,2013,7
Tamps: Mod.A. Reynosa,Nuevo León,5.70,2013,7
Tamps: Mod.A. T. Mad.y Altamira,Sinaloa,6.00,2013,7
Ver: C.de Abasto de Minatitlán,Veracruz,4.50,2013,7
Ver: Otros C.May. Xalapa,Veracruz,4.74,2013,7
Yuc: C.A. Mérida,Campeche,6.00,2013,7
Yuc: C.A. Mérida,Chihuahua,6.00,2013,7
Zac: M.A. Zacatecas,Zacatecas,4.96,2013,7
Ags: C.C.Agrop.Aguascalientes,Aguascalientes,3.90,2014,7
BCS: U.Com. La Paz,Jalisco,8.00,2014,7
"Coah: C.A. La Laguna, Torreón",Sinaloa,5.58,2014,7
Chis: C.A. Tuxtla Gutiérrez,Distrito Federal,5.00,2014,7
Chih: C.A. Chihuahua,Chihuahua,6.00,2014,7
DF: C.A. Iztapalapa,México,5.00,2014,7
"Dgo: C.A. ""Francisco Villa""",Durango,4.90,2014,7
Dgo: C. Distr.y A. Gómez Palacio,Sinaloa,5.52,2014,7
Gto: C.A. León,Sinaloa,5.00,2014,7
"Gto: M.A. Celaya (""B. Juárez"")",Guanajuato,5.60,2014,7
Gto: Mod.A. Irapuato,Guanajuato,4.00,2014,7
Jal: M.A. Guadalajara,Jalisco,5.20,2014,7
Mex: C.A. Ecatepec,Sinaloa,4.60,2014,7
Mex: C.A. Toluca,México,4.22,2014,7
Mich: M.A. Morelia,Michoacán,4.36,2014,7
NL: C.A. Guadalupe,Tamaulipas,5.94,2014,7
"NL: M.A. Estrella, S.N.de los Garza",Tamaulipas,5.10,2014,7
Oax: Mod.A. Oaxaca,Sinaloa,4.50,2014,7
Pue: C.A. Puebla,Sinaloa,5.20,2014,7
Qro: M.A. Querétaro,Sinaloa,4.38,2014,7
SLP: C.A. San Luis Potosí,Guanajuato,4.16,2014,7
Sin: C.A. Culiacán,Jalisco,4.20,2014,7
"Son: M.A.Fco.I. Madero, Hermosillo",Sinaloa,5.56,2014,7
Tab: C.A.Villahermosa,Chiapas,4.74,2014,7
Tab: C.A.Villahermosa,Sinaloa,4.76,2014,7
Tab: C.A.Villahermosa,Tabasco,4.50,2014,7
Tab: C.A.Villahermosa,Veracruz,4.61,2014,7
Tamps: Mod.A. Reynosa,Nuevo León,5.50,2014,7
Tamps: Mod.A. T. Mad.y Altamira,Nuevo León,5.50,2014,7
Tamps: Mod.A. T. Mad.y Altamira,Sinaloa,6.00,2014,7
Ver: C.de Abasto de Minatitlán,Veracruz,4.50,2014,7
Ver: Otros C.May. Xalapa,Veracruz,4.90,2014,7
Yuc: C.A. Mérida,Campeche,6.00,2014,7
Zac: M.A. Zacatecas,Guanajuato,4.60,2014,7
Ags: C.C.Agrop.Aguascalientes,Aguascalientes,4.10,2015,7
BCS: U.Com. La Paz,Jalisco,7.00,2015,7
"Coah: C.A. La Laguna, Torreón",Sinaloa,4.90,2015,7
Chis: C.A. Tuxtla Gutiérrez,Chiapas,6.00,2015,7
Chih: C.A. Chihuahua,Chihuahua,6.00,2015,7
DF: C.A. Iztapalapa,México,4.80,2015,7
DF: C.A. Iztapalapa,Sinaloa,5.00,2015,7
"Dgo: C.A. ""Francisco Villa""",Durango,4.32,2015,7
Dgo: C. Distr.y A. Gómez Palacio,Sinaloa,4.90,2015,7
Gto: C.A. León,Sinaloa,4.10,2015,7
"Gto: M.A. Celaya (""B. Juárez"")",Guanajuato,4.80,2015,7
Gto: Mod.A. Irapuato,Guanajuato,4.04,2015,7
Jal: M.A. Guadalajara,Jalisco,4.50,2015,7
Mex: C.A. Ecatepec,Sinaloa,4.42,2015,7
Mex: C.A. Toluca,México,4.52,2015,7
Mich: M.A. Morelia,Michoacán,4.10,2015,7
Mich: M.A. Morelia,Sinaloa,4.24,2015,7
NL: C.A. Guadalupe,Tamaulipas,5.50,2015,7
"NL: M.A. Estrella, S.N.de los Garza",Tamaulipas,5.00,2015,7
Oax: Mod.A. Oaxaca,Sinaloa,4.30,2015,7
Pue: C.A. Puebla,Sinaloa,5.20,2015,7
Qro: M.A. Querétaro,Sinaloa,4.22,2015,7
SLP: C.A. San Luis Potosí,Guanajuato,4.08,2015,7
Sin: C.A. Culiacán,Sinaloa,3.50,2015,7
"Son: M.A.Fco.I. Madero, Hermosillo",Sinaloa,5.40,2015,7
Tab: C.A.Villahermosa,Sinaloa,4.72,2015,7
Tab: C.A.Villahermosa,Veracruz,4.49,2015,7
Tab: C.A.Villahermosa,Yucatán,4.48,2015,7
Tamps: Mod.A. Reynosa,Nuevo León,6.20,2015,7
Tamps: Mod.A. T. Mad.y Altamira,Sinaloa,7.50,2015,7
Tamps: Mod.A. T. Mad.y Altamira,Veracruz,7.67,2015,7
Ver: C.de Abasto de Minatitlán,Veracruz,4.50,2015,7
Ver: Otros C.May. Xalapa,Veracruz,4.50,2015,7
Yuc: C.A. Mérida,Campeche,6.00,2015,7
Zac: M.A. Zacatecas,Guanajuato,4.00,2015,7
Ags: C.C.Agrop.Aguascalientes,Aguascalientes,4.80,2016,7
BCS: U.Com. La Paz,Jalisco,7.75,2016,7
"Coah: C.A. La Laguna, Torreón",Sinaloa,6.50,2016,7
Chis: C.A. Tuxtla Gutiérrez,Chiapas,6.25,2016,7
Chih: C.A. Chihuahua,Chihuahua,6.00,2016,7
DF: C.A. Iztapalapa,Sinaloa,5.70,2016,7
"Dgo: C.A. ""Francisco Villa""",Durango,6.00,2016,7
Dgo: C. Distr.y A. Gómez Palacio,Sinaloa,6.10,2016,7
Gto: C.A. León,Sinaloa,5.00,2016,7
Gto: Mod.A. Irapuato,Guanajuato,3.25,2016,7
Jal: M.A. Guadalajara,Jalisco,5.35,2016,7
Mex: C.A. Ecatepec,Sinaloa,5.50,2016,7
Mex: C.A. Toluca,México,5.28,2016,7
Mich: M.A. Morelia,Michoacán,5.20,2016,7
Mich: M.A. Morelia,Sinaloa,5.40,2016,7
NL: C.A. Guadalupe,Sinaloa,5.50,2016,7
"NL: M.A. Estrella, S.N.de los Garza",Tamaulipas,5.88,2016,7
Oax: Mod.A. Oaxaca,Sinaloa,5.50,2016,7
Pue: C.A. Puebla,Sinaloa,5.00,2016,7
Qro: M.A. Querétaro,Sinaloa,5.20,2016,7
SLP: C.A. San Luis Potosí,Guanajuato,5.02,2016,7
Sin: C.A. Culiacán,Sinaloa,4.00,2016,7
"Son: M.A.Fco.I. Madero, Hermosillo",Sinaloa,5.65,2016,7
Tab: C.A.Villahermosa,Campeche,5.45,2016,7
Tab: C.A.Villahermosa,Sinaloa,5.44,2016,7
Tab: C.A.Villahermosa,Tabasco,5.45,2016,7
Tab: C.A.Villahermosa,Tamaulipas,5.25,2016,7
Tab: C.A.Villahermosa,Veracruz,5.33,2016,7
Tab: C.A.Villahermosa,Yucatán,5.30,2016,7
Tamps: Mod.A. Reynosa,Nuevo León,6.33,2016,7
Tamps: Mod.A. T. Mad.y Altamira,Sinaloa,7.00,2016,7
Tamps: Mod.A. T. Mad.y Altamira,Veracruz,8.00,2016,7
Ver: C.de Abasto de Minatitlán,Veracruz,6.25,2016,7
Ver: Otros C.May. Xalapa,Veracruz,6.05,2016,7
Yuc: C.A. Mérida,Campeche,6.00,2016,7
Zac: M.A. Zacatecas,Zacatecas,5.10,2016,7
Ags: C.C.Agrop.Aguascalientes,Aguascalientes,4.80,2017,7
BCS: U.Com. La Paz,Jalisco,8.50,2017,7
"Coah: C.A. La Laguna, Torreón",Sinaloa,6.00,2017,7
Chis: C.A. Tuxtla Gutiérrez,Chiapas,6.50,2017,7
Chih: C.A. Chihuahua,Chihuahua,6.00,2017,7
DF: C.A. Iztapalapa,Sinaloa,6.00,2017,7
"Dgo: C.A. ""Francisco Villa""",Durango,5.50,2017,7
Dgo: C. Distr.y A. Gómez Palacio,Sinaloa,5.50,2017,7
Gto: C.A. León,Sinaloa,6.00,2017,7
Gto: Mod.A. Irapuato,Guanajuato,4.80,2017,7
Jal: M.A. Guadalajara,Jalisco,5.30,2017,7
Mex: C.A. Ecatepec,Sinaloa,6.00,2017,7
Mex: C.A. Toluca,México,4.98,2017,7
Mich: M.A. Morelia,Michoacán,4.88,2017,7
Mich: M.A. Morelia,Sinaloa,5.38,2017,7
"Nay: M.A. 'A.López Mateos', Tepic",Jalisco,5.00,2017,7
NL: C.A. Guadalupe,Sinaloa,5.50,2017,7
NL: C.A. Guadalupe,Tamaulipas,6.00,2017,7
"NL: M.A. Estrella, S.N.de los Garza",Tamaulipas,5.33,2017,7
Oax: Mod.A. Oaxaca,Sinaloa,5.00,2017,7
Pue: C.A. Puebla,Sinaloa,5.55,2017,7
Qro: M.A. Querétaro,Guanajuato,4.60,2017,7
SLP: C.A. San Luis Potosí,Guanajuato,4.56,2017,7
Sin: C.A. Culiacán,Sinaloa,4.00,2017,7
"Son: M.A.Fco.I. Madero, Hermosillo",Sinaloa,6.00,2017,7
Tab: C.A.Villahermosa,Campeche,4.90,2017,7
Tab: C.A.Villahermosa,Chiapas,4.80,2017,7
Tab: C.A.Villahermosa,Sinaloa,5.58,2017,7
Tab: C.A.Villahermosa,Veracruz,4.83,2017,7
Tab: C.A.Villahermosa,Yucatán,4.94,2017,7
Tamps: Mod.A. Reynosa,Nuevo León,6.00,2017,7
Ver: C.de Abasto de Minatitlán,Veracruz,5.00,2017,7
Ver: Otros C.May. Xalapa,Veracruz,5.00,2017,7
Yuc: C.A. Mérida,Campeche,6.00,2017,7
Zac: M.A. Zacatecas,Zacatecas,5.00,2017,7
Ags: C.C.Agrop.Aguascalientes,Aguascalientes,2.50,2000,8
BCS: U.Com. La Paz,Jalisco,3.50,2000,8
"Coah: C.A. La Laguna, Torreón",Chihuahua,2.34,2000,8
Chis: C.A. Tuxtla Gutiérrez,Chiapas,2.48,2000,8
DF: C.A. Iztapalapa,México,2.00,2000,8
Dgo: C. Distr.y A. Gómez Palacio,Sinaloa,2.30,2000,8
Gto: C.A. León,Sinaloa,1.89,2000,8
Gto: Mod.A. Irapuato,Sinaloa,2.50,2000,8
Jal: M.A. Guadalajara,Jalisco,1.70,2000,8
Mex: C.A. Ecatepec,México,2.14,2000,8
Mich: M.A. Morelia,Guanajuato,1.79,2000,8
Mich: M.A. Morelia,Michoacán,1.70,2000,8
"Nay: M.A. 'A.López Mateos', Tepic",Nayarit,2.00,2000,8
NL: C.A. Guadalupe,Tamaulipas,1.80,2000,8
NL: C.A. Guadalupe,Importación,2.00,2000,8
"NL: M.A. Estrella, S.N.de los Garza",Tamaulipas,1.90,2000,8
"NL: M.A. Estrella, S.N.de los Garza",Importación,2.00,2000,8
Oax: Mod.A. Oaxaca,Oaxaca,2.06,2000,8
Pue: C.A. Puebla,Puebla,2.10,2000,8
Qro: M.A. Querétaro,Guanajuato,1.90,2000,8
SLP: C.A. San Luis Potosí,Jalisco,1.65,2000,8
SLP: C.A. San Luis Potosí,Sinaloa,1.66,2000,8
SLP: C.A. San Luis Potosí,Tamaulipas,1.55,2000,8
Sin: C.A. Culiacán,Sinaloa,2.50,2000,8
"Son: M.A.Fco.I. Madero, Hermosillo",Sonora,2.16,2000,8
"Son: M.A. ""Olímpico"", Hermosillo",Sonora,2.16,2000,8
Tamps: Mod.A. T. Mad.y Altamira,Tamaulipas,2.00,2000,8
Ver: Otros C.May. Xalapa,Distrito Federal,1.80,2000,8
Yuc: C.A. Mérida,Yucatán,2.00,2000,8
Zac: M.A. Zacatecas,Zacatecas,1.70,2000,8
Ags: C.C.Agrop.Aguascalientes,Aguascalientes,2.20,2001,8
BCS: U.Com. La Paz,Jalisco,2.00,2001,8
"Coah: C.A. La Laguna, Torreón",Chihuahua,2.24,2001,8
Chis: C.A. Tuxtla Gutiérrez,Chiapas,2.50,2001,8
DF: C.A. Iztapalapa,México,2.00,2001,8
Dgo: C. Distr.y A. Gómez Palacio,Chihuahua,2.16,2001,8
Gto: C.A. León,Sinaloa,1.94,2001,8
Gto: Mod.A. Irapuato,Guanajuato,2.86,2001,8
Jal: M.A. Guadalajara,Jalisco,1.70,2001,8
Mex: C.A. Ecatepec,México,2.08,2001,8
Mich: M.A. Morelia,Michoacán,1.78,2001,8
"Nay: M.A. 'A.López Mateos', Tepic",Nayarit,1.96,2001,8
"Nay: Nayarabastos, Tepic",Jalisco,2.10,2001,8
"Nay: Nayarabastos, Tepic",Nayarit,1.80,2001,8
"Nay: Nayarabastos, Tepic",Sinaloa,3.55,2001,8
NL: C.A. Guadalupe,Tamaulipas,1.94,2001,8
"NL: M.A. Estrella, S.N.de los Garza",Tamaulipas,1.83,2001,8
Oax: Mod.A. Oaxaca,Oaxaca,2.10,2001,8
Pue: C.A. Puebla,Puebla,1.84,2001,8
Qro: M.A. Querétaro,Sinaloa,1.90,2001,8
SLP: C.A. San Luis Potosí,Jalisco,1.85,2001,8
Sin: C.A. Culiacán,Sinaloa,2.22,2001,8
"Son: M.A.Fco.I. Madero, Hermosillo",Sonora,2.20,2001,8
"Son: M.A. ""Olímpico"", Hermosillo",Sonora,2.20,2001,8
Tamps: Mod.A. T. Mad.y Altamira,Veracruz,2.00,2001,8
Ver: Otros C.May. Xalapa,Distrito Federal,1.90,2001,8
Yuc: C.A. Mérida,Yucatán,2.00,2001,8
Zac: M.A. Zacatecas,Zacatecas,1.88,2001,8
Ags: C.C.Agrop.Aguascalientes,Aguascalientes,1.90,2002,8
BCS: U.Com. La Paz,Jalisco,2.50,2002,8
"Coah: C.A. La Laguna, Torreón",Chihuahua,2.13,2002,8
Chis: C.A. Tuxtla Gutiérrez,Chiapas,2.75,2002,8
DF: C.A. Iztapalapa,México,2.00,2002,8
Dgo: C. Distr.y A. Gómez Palacio,Chihuahua,2.23,2002,8
Gto: C.A. León,Guanajuato,1.93,2002,8
Gto: Mod.A. Irapuato,Guanajuato,2.18,2002,8
Hgo: C.A. Pachuca,Distrito Federal,2.00,2002,8
Jal: M.A. Guadalajara,Jalisco,1.85,2002,8
Mex: C.A. Ecatepec,México,2.00,2002,8
Mich: M.A. Morelia,Michoacán,1.80,2002,8
"Nay: M.A. 'A.López Mateos', Tepic",Nayarit,2.00,2002,8
"Nay: Nayarabastos, Tepic",Jalisco,1.80,2002,8
NL: C.A. Guadalupe,Tamaulipas,2.05,2002,8
"NL: M.A. Estrella, S.N.de los Garza",Tamaulipas,2.00,2002,8
Oax: Mod.A. Oaxaca,Chiapas,2.23,2002,8
Oax: Mod.A. Oaxaca,Oaxaca,2.55,2002,8
Oax: Mod.A. Oaxaca,Sinaloa,2.15,2002,8
Pue: C.A. Puebla,Puebla,1.85,2002,8
Qro: M.A. Querétaro,Jalisco,1.95,2002,8
SLP: C.A. San Luis Potosí,Jalisco,1.61,2002,8
Sin: C.A. Culiacán,Sinaloa,2.50,2002,8
"Son: M.A.Fco.I. Madero, Hermosillo",Sonora,2.45,2002,8
"Son: M.A. ""Olímpico"", Hermosillo",Sonora,2.45,2002,8
Tamps: Mod.A. T. Mad.y Altamira,Veracruz,2.00,2002,8
Ver: Otros C.May. Xalapa,Sinaloa,1.93,2002,8
Yuc: C.A. Mérida,Yucatán,2.23,2002,8
Ags: C.C.Agrop.Aguascalientes,Aguascalientes,2.20,2003,8
BCS: U.Com. La Paz,Baja California Sur,2.70,2003,8
"Coah: C.A. La Laguna, Torreón",Chihuahua,2.30,2003,8
Chis: C.A. Tuxtla Gutiérrez,Chiapas,3.50,2003,8
Chih: C.A. Chihuahua,Sonora,2.41,2003,8
DF: C.A. Iztapalapa,México,2.34,2003,8
"Dgo: C.A. ""Francisco Villa""",Sinaloa,2.29,2003,8
Dgo: C. Distr.y A. Gómez Palacio,Chihuahua,2.30,2003,8
Gto: C.A. León,Guanajuato,2.25,2003,8
Gto: Mod.A. Irapuato,Guanajuato,2.38,2003,8
Hgo: C.A. Pachuca,Distrito Federal,2.20,2003,8
Jal: M.A. Guadalajara,Jalisco,2.10,2003,8
Mex: C.A. Ecatepec,Hidalgo,2.20,2003,8
Mich: M.A. Morelia,Michoacán,2.05,2003,8
"Nay: M.A. 'A.López Mateos', Tepic",Nayarit,2.33,2003,8
"Nay: Nayarabastos, Tepic",Jalisco,1.95,2003,8
NL: C.A. Guadalupe,Tamaulipas,2.84,2003,8
"NL: M.A. Estrella, S.N.de los Garza",Tamaulipas,2.28,2003,8
Oax: Mod.A. Oaxaca,Chiapas,2.00,2003,8
Oax: Mod.A. Oaxaca,Oaxaca,2.50,2003,8
Oax: Mod.A. Oaxaca,Sinaloa,2.30,2003,8
Pue: C.A. Puebla,Tlaxcala,2.20,2003,8
Qro: M.A. Querétaro,Jalisco,2.23,2003,8
SLP: C.A. San Luis Potosí,Guanajuato,1.99,2003,8
Sin: C.A. Culiacán,Sinaloa,3.00,2003,8
"Son: M.A.Fco.I. Madero, Hermosillo",Sonora,2.55,2003,8
Tamps: Mod.A. T. Mad.y Altamira,Veracruz,2.00,2003,8
Ver: Otros C.May. Xalapa,Sinaloa,2.13,2003,8
Yuc: C.A. Mérida,Sin Especificar,2.60,2003,8
Yuc: C.A. Mérida,Yucatán,2.50,2003,8
Ags: C.C.Agrop.Aguascalientes,Aguascalientes,2.30,2004,8
BCS: U.Com. La Paz,Baja California Sur,3.10,2004,8
"Coah: C.A. La Laguna, Torreón",Chihuahua,2.30,2004,8
Chis: C.A. Tuxtla Gutiérrez,Chiapas,3.00,2004,8
Chih: C.A. Chihuahua,Chihuahua,2.35,2004,8
DF: C.A. Iztapalapa,México,2.45,2004,8
